CandidateID,Hits,MaxLevel,Issue
CAND_0010868,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010911,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010939,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010949,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010971,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010993,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011084,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011095,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011104,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011125,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011135,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011140,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011141,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011154,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011162,7,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011168,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011199,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011229,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011239,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011243,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011253,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011284,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011306,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011323,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011330,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011383,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011390,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011437,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011450,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011476,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011478,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011503,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011574,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011576,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011588,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011652,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011687,7,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011746,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011758,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011766,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011787,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011803,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011816,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011845,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011856,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0011899,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012034,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012051,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012067,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012078,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012081,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012093,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012102,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012209,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012279,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012287,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012310,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012312,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012315,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012343,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012352,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012400,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012408,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012411,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012446,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012449,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012467,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012498,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012502,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012514,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012610,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012632,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012656,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012660,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012723,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012729,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012779,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012799,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012839,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012840,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012863,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012891,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012902,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012918,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0012985,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013005,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013015,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013072,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013085,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013090,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013100,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013111,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013154,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013163,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013186,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013201,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013229,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013248,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013278,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013309,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013311,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013315,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013316,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013322,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013326,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013371,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013393,5,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013416,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013476,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013503,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013523,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013524,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013533,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013536,5,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013549,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013592,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013593,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013611,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013681,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013708,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013732,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013749,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013771,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013799,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013810,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013814,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013842,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013883,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013890,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013950,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0013956,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014087,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014126,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014145,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014159,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014179,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014180,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014195,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014205,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014311,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014320,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014350,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014357,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014379,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014385,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014392,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014439,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014440,6,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014449,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014461,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014494,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014527,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014561,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014564,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014571,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014631,4,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014639,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014704,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014723,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014743,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014783,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014866,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014886,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014932,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0014948,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015003,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015026,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015051,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015056,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015065,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015069,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015070,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015083,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015105,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015132,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015168,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015176,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015188,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015218,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015226,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015235,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015246,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015293,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015298,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015328,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015367,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015485,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015582,5,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015631,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015674,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015688,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015693,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015708,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015715,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015789,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015793,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015794,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015801,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015807,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015823,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015831,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015848,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015863,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015870,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015912,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0015940,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016043,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016062,4,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016128,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016136,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016165,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016175,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016178,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016180,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016213,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016220,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016241,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016256,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016259,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016282,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016303,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016317,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016335,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016369,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016424,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016425,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016440,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016450,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016473,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016501,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016524,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016550,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016565,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016640,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016659,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016663,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016671,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016753,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016755,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016777,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016823,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016868,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016918,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016957,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0016976,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017014,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017046,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017053,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017054,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017129,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017132,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017180,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017185,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017215,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017216,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017243,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017254,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017269,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017314,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017362,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017382,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017443,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017489,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017495,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017518,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017522,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017540,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017542,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017548,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017552,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017565,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017590,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017595,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017691,4,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017696,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017706,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017718,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017814,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017823,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017831,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017837,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017882,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0017918,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018005,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018066,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018070,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018120,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018127,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018153,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018202,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018210,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018234,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018260,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018268,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018277,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018300,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018330,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018344,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018354,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018384,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018393,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018396,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018406,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018415,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018422,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018435,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018450,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018477,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018484,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018521,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018525,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018536,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018548,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018557,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018610,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018652,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018653,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018688,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018709,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018735,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018742,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018763,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018764,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018851,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018877,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018882,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018887,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018910,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018914,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0018961,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019104,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019105,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019110,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019175,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019183,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019198,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019200,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019239,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019249,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019294,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019296,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019382,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019384,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019389,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019427,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019447,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019450,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019465,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019474,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019486,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019504,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019684,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019691,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019696,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019726,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019753,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019824,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019848,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019892,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019961,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0019968,3,2,Keyword stuffing / Mentions only without hands-on evidence
